subjno,trialType,primeType,targetVerbType,confederateVerbTransitivity,confederateVerb,confederateAgent,confederateBeneficiary,confederateTheme,confederateAgentPos,confederateSentence,confederateImage,matcherArray1,matcherArray2,matcherArray3,matcherArray4,participantVerbTransitivity,participantVerb,participantAgent,participantBeneficiary,participantTheme,participantAgentPos,participantImage
E2N_3_1,filler,NA,NA,d,passes,pirate,sailor,vase,R,E2N_3_the_pirate_passes_the_sailor_the_vase,pirate_passes_sailor_vase,chef_passes_pirate_vase,pirate_passes_sailor_vase,pirate_passes_chef_vase,sailor_passes_pirate_vase,i,points,sailor,NA,NA,L,sailor_points
E2N_3_1,filler,NA,NA,i,shouts,knight,NA,NA,L,E2N_3_the_knight_shouts,knight_shouts,pirate_shouts,knight_ponders,pirate_ponders,knight_shouts,m,drops,knight,NA,cake,L,knight_drops_cake
E2N_3_1,critical,non,altDV,d,donates,wizard,astronaut,hat,R,E2N_3_the_wizard_donates_the_astronaut_the_hat,wizard_donates_astronaut_hat,astronaut_donates_wizard_cake,wizard_donates_astronaut_cake,astronaut_donates_wizard_hat,wizard_donates_astronaut_hat,d,shows,cowboy,golfer,cup,L,cowboy_shows_golfer_cup
E2N_3_1,filler,NA,NA,m,brushes,knight,NA,hat,R,E2N_3_the_knight_brushes_the_hat,knight_brushes_hat,artist_brushes_hat,artist_holds_hat,knight_brushes_hat,knight_holds_hat,m,buys,chef,NA,hat,R,chef_buys_hat
E2N_3_1,filler,NA,NA,m,buys,prisoner,NA,hat,L,E2N_3_the_prisoner_buys_the_hat,prisoner_buys_hat,prisoner_buys_hat,prisoner_buys_cup,clown_buys_cup,clown_buys_hat,m,brushes,astronaut,NA,apple,L,astronaut_brushes_apple
E2N_3_1,critical,non,nonDV,d,restores,sailor,knight,apple,L,E2N_3_the_sailor_restores_the_knight_the_apple,sailor_restores_knight_apple,knight_restores_clown_apple,clown_restores_knight_apple,sailor_restores_knight_apple,knight_restores_sailor_apple,d,donates,pirate,prisoner,cake,R,pirate_donates_prisoner_cake
E2N_3_1,filler,NA,NA,m,stabs,wizard,NA,vase,R,E2N_3_the_wizard_stabs_the_vase,wizard_stabs_vase,prisoner_stabs_vase,wizard_catches_vase,prisoner_catches_vase,wizard_stabs_vase,i,ponders,chef,NA,NA,R,chef_ponders
E2N_3_1,filler,NA,NA,i,sings,sailor,NA,NA,R,E2N_3_the_sailor_sings,sailor_sings,sailor_yawns,golfer_sings,golfer_yawns,sailor_sings,i,shouts,clown,NA,NA,R,clown_shouts
E2N_3_1,critical,alt,altDV,d,gives,pirate,golfer,vase,R,E2N_3_the_pirate_gives_the_golfer_the_vase,pirate_gives_golfer_vase,golfer_gives_pirate_vase,pirate_gives_golfer_vase,soldier_gives_pirate_vase,pirate_gives_soldier_vase,d,shows,sailor,wizard,apple,R,sailor_shows_wizard_apple
E2N_3_1,filler,NA,NA,d,entrusts,knight,clown,cake,R,E2N_3_the_knight_entrusts_the_clown_the_cake,knight_entrusts_clown_cake,clown_entrusts_knight_cake,pirate_entrusts_knight_cake,knight_entrusts_pirate_cake,knight_entrusts_clown_cake,i,ponders,clown,NA,NA,R,clown_ponders
E2N_3_1,critical,alt,nonDV,d,shows,chef,cowboy,vase,R,E2N_3_the_chef_shows_the_cowboy_the_vase,chef_shows_cowboy_vase,cowboy_shows_chef_vase,cowboy_shows_chef_cup,chef_shows_cowboy_vase,chef_shows_cowboy_cup,d,donates,clown,soldier,apple,L,clown_donates_soldier_apple
E2N_3_1,filler,NA,NA,d,entrusts,golfer,artist,apple,R,E2N_3_the_golfer_entrusts_the_artist_the_apple,golfer_entrusts_artist_apple,golfer_entrusts_cowboy_apple,cowboy_entrusts_golfer_apple,artist_entrusts_golfer_apple,golfer_entrusts_artist_apple,d,passes,artist,prisoner,vase,R,artist_passes_prisoner_vase
E2N_3_1,filler,NA,NA,m,catches,sailor,NA,hat,L,E2N_3_the_sailor_catches_the_hat,sailor_catches_hat,pirate_catches_hat,pirate_stabs_hat,sailor_stabs_hat,sailor_catches_hat,d,entrusts,sailor,astronaut,cup,R,sailor_entrusts_astronaut_cup
E2N_3_1,filler,NA,NA,i,waves,golfer,NA,NA,R,E2N_3_the_golfer_waves,golfer_waves,golfer_waves,artist_yawns,golfer_yawns,artist_waves,d,conveys,pirate,golfer,cake,L,pirate_conveys_golfer_cake
E2N_3_1,filler,NA,NA,i,ponders,cowboy,NA,NA,R,E2N_3_the_cowboy_ponders,cowboy_ponders,cowboy_shouts,soldier_shouts,soldier_ponders,cowboy_ponders,d,entrusts,prisoner,wizard,hat,R,prisoner_entrusts_wizard_hat
E2N_3_1,filler,NA,NA,m,drops,wizard,NA,hat,L,E2N_3_the_wizard_drops_the_hat,wizard_drops_hat,chef_drops_book,wizard_drops_hat,chef_drops_hat,wizard_drops_book,m,catches,artist,NA,cup,L,artist_catches_cup
E2N_3_1,filler,NA,NA,i,yawns,wizard,NA,NA,L,E2N_3_the_wizard_yawns,wizard_yawns,wizard_sings,golfer_yawns,wizard_yawns,golfer_sings,i,points,knight,NA,NA,L,knight_points
